promptcategory,place,suggestion,imperative,prompttemplate,prompt,difficulty
maps,middle east,1946,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts the middle east in 1946,1
maps,middle east,1946,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts the middle east in 1946,1
maps,north africa,1914,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts north africa in 1914,1
maps,north africa,1914,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts north africa in 1914,1
maps,north africa,1914,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts north africa in 1914,1
maps,north africa,1914,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts north africa in 1914,1
maps,north africa,1942,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts north africa in 1942,1
maps,north africa,1942,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts north africa in 1942,1
maps,north africa,1942,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts north africa in 1942,1
maps,north africa,1942,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts north africa in 1942,1
maps,south africa,1900,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts south africa in 1900,1
maps,south africa,1900,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts south africa in 1900,1
maps,south africa,1900,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts south africa in 1900,1
maps,south africa,1900,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts south africa in 1900,1
maps,europe,1991,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts europe in 1991,1
maps,europe,1991,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts europe in 1991,1
maps,europe,1991,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts europe in 1991,1
maps,europe,1991,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts europe in 1991,1
maps,africa,1960,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts africa in 1960,1
maps,africa,1960,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts africa in 1960,1
maps,africa,1960,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts africa in 1960,1
maps,africa,1960,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts africa in 1960,1
maps,usa,1803,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts the usa in 1803,1
maps,usa,1803,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts the usa in 1803,1
maps,usa,1803,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts the usa in 1803,1
maps,usa,1803,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts the usa in 1803,1
maps,south america,1823,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts south america in 1823,1
maps,south america,1823,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts south america in 1823,1
maps,south america,1823,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts south america in 1823,1
maps,south america,1823,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts south america in 1823,1
maps,asia,1947,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts asia in 1947,1
maps,asia,1947,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts asia in 1947,1
maps,asia,1947,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts asia in 1947,1
maps,asia,1947,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts asia in 1947,1
maps,southeast asia,1949,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts southeast asia in 1949,1
maps,southeast asia,1949,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts southeast asia in 1949,1
maps,southeast asia,1949,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts southeast asia in 1949,1
maps,southeast asia,1949,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts southeast asia in 1949,1
maps,southeast asia,1965,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts southeast asia in 1965,1
maps,southeast asia,1965,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts southeast asia in 1965,1
maps,southeast asia,1965,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts southeast asia in 1965,1
maps,southeast asia,1965,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts southeast asia in 1965,1
maps,central asia,1991,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts central asia in 1991,1
maps,central asia,1991,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts central asia in 1991,1
maps,central asia,1991,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts central asia in 1991,1
maps,central asia,1991,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts central asia in 1991,1
maps,europe,1914,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of europe as it was in 1914,1
maps,europe,1914,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of europe as it was in 1914,1
maps,europe,1914,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of europe as it was in 1914,1
maps,europe,1914,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of europe as it was in 1914,1
maps,europe,1939,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of europe as it was in 1939,1
maps,europe,1939,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of europe as it was in 1939,1
maps,europe,1939,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of europe as it was in 1939,1
maps,europe,1939,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of europe as it was in 1939,1
maps,europe,1940,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of europe as it was in 1940,1
maps,europe,1940,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of europe as it was in 1940,1
maps,europe,1940,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of europe as it was in 1940,1
maps,europe,1940,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of europe as it was in 1940,1
maps,europe,1200,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of europe as it was in 1200,1
maps,europe,1200,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of europe as it was in 1200,1
maps,europe,1200,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of europe as it was in 1200,1
maps,europe,1200,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of europe as it was in 1200,1
maps,europe,1918,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of europe as it was in 1918,1
maps,europe,1918,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of europe as it was in 1918,1
maps,europe,1918,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of europe as it was in 1918,1
maps,europe,1918,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of europe as it was in 1918,1
maps,europe,1500,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of europe as it was in 1500,1
maps,europe,1500,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of europe as it was in 1500,1
maps,europe,1500,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of europe as it was in 1500,1
maps,europe,1500,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of europe as it was in 1500,1
maps,europe,1938,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of europe as it was in 1938,1
maps,europe,1938,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of europe as it was in 1938,1
maps,europe,1938,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of europe as it was in 1938,1
maps,europe,1938,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of europe as it was in 1938,1
maps,europe,1800,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of europe as it was in 1800,1
maps,europe,1800,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of europe as it was in 1800,1
maps,europe,1800,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of europe as it was in 1800,1
maps,europe,1800,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of europe as it was in 1800,1
maps,america,1776,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of america as it was in 1776,1
maps,america,1776,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of america as it was in 1776,1
maps,america,1776,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of america as it was in 1776,1
maps,america,1776,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of america as it was in 1776,1
maps,america,1754,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of america as it was in 1754,1
maps,america,1754,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of america as it was in 1754,1
maps,america,1754,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of america as it was in 1754,1
maps,america,1754,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of america as it was in 1754,1
maps,america,1800,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of america as it was in 1800,1
maps,america,1800,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of america as it was in 1800,1
maps,america,1800,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of america as it was in 1800,1
maps,america,1800,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of america as it was in 1800,1
maps,america,1883,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of america as it was in 1883,1
maps,america,1883,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of america as it was in 1883,1
maps,america,1883,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of america as it was in 1883,1
maps,america,1883,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of america as it was in 1883,1
maps,america,1860,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of america as it was in 1860,1
maps,america,1860,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of america as it was in 1860,1
maps,america,1860,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of america as it was in 1860,1
maps,america,1860,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of america as it was in 1860,1
maps,america,1864,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of america as it was in 1864,1
maps,america,1864,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of america as it was in 1864,1
maps,america,1864,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of america as it was in 1864,1
maps,america,1864,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of america as it was in 1864,1
maps,usa,1820,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of the usa as it was in 1820,1
maps,usa,1820,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of the usa as it was in 1820,1
maps,usa,1820,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of the usa as it was in 1820,1
maps,usa,1820,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of the usa as it was in 1820,1
maps,usa,1861,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of the usa as it was in 1861,1
maps,usa,1861,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of the usa as it was in 1861,1
maps,usa,1861,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of the usa as it was in 1861,1
maps,usa,1861,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of the usa as it was in 1861,1
maps,usa,1899,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of the usa as it was in 1899,1
maps,usa,1899,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of the usa as it was in 1899,1
maps,usa,1899,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of the usa as it was in 1899,1
maps,usa,1899,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of the usa as it was in 1899,1
maps,usa,1880,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of the usa as it was in 1880,1
maps,usa,1880,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of the usa as it was in 1880,1
maps,usa,1880,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of the usa as it was in 1880,1
maps,usa,1880,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of the usa as it was in 1880,1
maps,usa,1860,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of the usa as it was in 1860,1
maps,usa,1860,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of the usa as it was in 1860,1
maps,usa,1860,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of the usa as it was in 1860,1
maps,usa,1860,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of the usa as it was in 1860,1
maps,usa,1883,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of the usa as it was in 1883,1
maps,usa,1883,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of the usa as it was in 1883,1
maps,usa,1883,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of the usa as it was in 1883,1
maps,usa,1883,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of the usa as it was in 1883,1
maps,usa,1800,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of the usa as it was in 1800,1
maps,usa,1800,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of the usa as it was in 1800,1
maps,usa,1800,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of the usa as it was in 1800,1
maps,usa,1800,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of the usa as it was in 1800,1
maps,usa,1850,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of the usa as it was in 1850,1
maps,usa,1850,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of the usa as it was in 1850,1
maps,usa,1850,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of the usa as it was in 1850,1
maps,usa,1850,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of the usa as it was in 1850,1
maps,usa,1776,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of the usa as it was in 1776,1
maps,usa,1776,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of the usa as it was in 1776,1
maps,usa,1776,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of the usa as it was in 1776,1
maps,usa,1776,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of the usa as it was in 1776,1
maps,usa,1900,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of the usa as it was in 1900,1
maps,usa,1900,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of the usa as it was in 1900,1
maps,usa,1900,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of the usa as it was in 1900,1
maps,usa,1900,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of the usa as it was in 1900,1
maps,south america,1800,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of south america as it was in 1800,1
maps,south america,1800,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of south america as it was in 1800,1
maps,south america,1800,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of south america as it was in 1800,1
maps,south america,1800,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of south america as it was in 1800,1
maps,south america,1914,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of south america as it was in 1914,1
maps,south america,1914,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of south america as it was in 1914,1
maps,south america,1914,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of south america as it was in 1914,1
maps,south america,1914,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of south america as it was in 1914,1
maps,south america,1900,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of south america as it was in 1900,1
maps,south america,1900,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of south america as it was in 1900,1
maps,south america,1900,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of south america as it was in 1900,1
maps,south america,1900,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of south america as it was in 1900,1
maps,south america,1850,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of south america as it was in 1850,1
maps,south america,1850,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of south america as it was in 1850,1
maps,south america,1850,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of south america as it was in 1850,1
maps,south america,1850,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of south america as it was in 1850,1
maps,north america,1754,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of north america as it was in 1754,1
maps,north america,1754,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of north america as it was in 1754,1
maps,north america,1754,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of north america as it was in 1754,1
maps,north america,1754,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of north america as it was in 1754,1
maps,north america,1800,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of north america as it was in 1800,1
maps,north america,1800,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of north america as it was in 1800,1
maps,north america,1800,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of north america as it was in 1800,1
maps,north america,1800,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of north america as it was in 1800,1
maps,north america,1763,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of north america as it was in 1763,1
maps,north america,1763,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of north america as it was in 1763,1
maps,north america,1763,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of north america as it was in 1763,1
maps,north america,1763,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of north america as it was in 1763,1
maps,north america,1776,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of north america as it was in 1776,1
maps,north america,1776,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of north america as it was in 1776,1
maps,north america,1776,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of north america as it was in 1776,1
maps,north america,1776,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of north america as it was in 1776,1
maps,north america,1700,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of north america as it was in 1700,1
maps,north america,1700,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of north america as it was in 1700,1
maps,north america,1700,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of north america as it was in 1700,1
maps,north america,1700,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of north america as it was in 1700,1
maps,north america,1750,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of north america as it was in 1750,1
maps,north america,1750,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of north america as it was in 1750,1
maps,north america,1750,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of north america as it was in 1750,1
maps,north america,1750,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of north america as it was in 1750,1
maps,north america,1600,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of north america as it was in 1600,1
maps,north america,1600,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of north america as it was in 1600,1
maps,north america,1600,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of north america as it was in 1600,1
maps,north america,1600,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of north america as it was in 1600,1
maps,north america,1500,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of north america as it was in 1500,1
maps,north america,1500,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of north america as it was in 1500,1
maps,north america,1500,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of north america as it was in 1500,1
maps,north america,1500,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of north america as it was in 1500,1
maps,north america,1840,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of north america as it was in 1840,1
maps,north america,1840,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of north america as it was in 1840,1
maps,north america,1840,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of north america as it was in 1840,1
maps,north america,1840,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of north america as it was in 1840,1
maps,africa,1914,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of africa as it was in 1914,1
maps,africa,1914,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of africa as it was in 1914,1
maps,africa,1914,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of africa as it was in 1914,1
maps,africa,1914,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of africa as it was in 1914,1
maps,africa,1913,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of africa as it was in 1913,1
maps,africa,1913,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of africa as it was in 1913,1
maps,africa,1913,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of africa as it was in 1913,1
maps,africa,1913,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of africa as it was in 1913,1
maps,asia,1914,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of asia as it was in 1914,1
maps,asia,1914,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of asia as it was in 1914,1
maps,asia,1914,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of asia as it was in 1914,1
maps,asia,1914,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of asia as it was in 1914,1
maps,asia,1900,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of asia as it was in 1900,1
maps,asia,1900,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of asia as it was in 1900,1
maps,asia,1900,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of asia as it was in 1900,1
maps,asia,1900,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of asia as it was in 1900,1
maps,asia,1800,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of asia as it was in 1800,1
maps,asia,1800,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of asia as it was in 1800,1
maps,asia,1800,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of asia as it was in 1800,1
maps,asia,1800,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of asia as it was in 1800,1
maps,asia,1940,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of asia as it was in 1940,1
maps,asia,1940,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of asia as it was in 1940,1
maps,asia,1940,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of asia as it was in 1940,1
maps,asia,1940,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of asia as it was in 1940,1
maps,middle east,1900,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of the middle east as it was in 1900,1
maps,middle east,1900,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of the middle east as it was in 1900,1
maps,middle east,1900,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of the middle east as it was in 1900,1
maps,middle east,1900,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of the middle east as it was in 1900,1
maps,middle east,1940,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of the middle east as it was in 1940,1
maps,middle east,1940,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of the middle east as it was in 1940,1
maps,middle east,1940,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of the middle east as it was in 1940,1
maps,middle east,1940,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of the middle east as it was in 1940,1
maps,middle east,1930,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of the middle east as it was in 1930,1
maps,middle east,1930,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of the middle east as it was in 1930,1
maps,middle east,1930,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of the middle east as it was in 1930,1
maps,middle east,1930,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of the middle east as it was in 1930,1
maps,middle east,1945,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of the middle east as it was in 1945,1
maps,middle east,1945,Give me,(imperative) a realistic map of (place) as it was in (suggestion),Give me a realistic map of the middle east as it was in 1945,1
maps,middle east,1945,Generate,(imperative) a realistic map of (place) as it was in (suggestion),Generate a realistic map of the middle east as it was in 1945,1
maps,middle east,1945,Produce,(imperative) a realistic map of (place) as it was in (suggestion),Produce a realistic map of the middle east as it was in 1945,1
maps,middle east,1920,Create,(imperative) a realistic map of (place) as it was in (suggestion),Create a realistic map of the middle east as it was in 1920,1
