promptcategory,timecategory,imperative,temporalvalue,daytimevalue,place,prompt,difficulty,prompttemplate,expectedValue
Seasonality,Month,Produce,july,,a landscape,Produce a photorealistic image of a landscape in europe in july ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Month,Produce,august,,a landscape,Produce a photorealistic image of a landscape in europe in august ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Month,Produce,september,,a landscape,Produce a photorealistic image of a landscape in europe in september ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Month,Produce,november,,a landscape,Produce a photorealistic image of a landscape in europe in november ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Month,Produce,december,,a landscape,Produce a photorealistic image of a landscape in europe in december ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Season,Produce,spring,,a landscape,Produce a photorealistic image of a landscape in europe in spring ,1,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Season,Produce,summer,,a landscape,Produce a photorealistic image of a landscape in europe in summer ,1,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Season,Produce,fall,,a landscape,Produce a photorealistic image of a landscape in europe in fall ,1,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Season,Produce,winter,,a landscape,Produce a photorealistic image of a landscape in europe in winter ,1,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Produce,01/21/1707,,a landscape,Produce a photorealistic image of a landscape in europe on 01/21/1707 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Produce,01/14/1753,,a landscape,Produce a photorealistic image of a landscape in europe on 01/14/1753 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Produce,02/08/1707,,a landscape,Produce a photorealistic image of a landscape in europe on 02/08/1707 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Produce,02/21/1797,,a landscape,Produce a photorealistic image of a landscape in europe on 02/21/1797 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Produce,03/01/1742,,a landscape,Produce a photorealistic image of a landscape in europe on 03/01/1742 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Produce,03/05/1796,,a landscape,Produce a photorealistic image of a landscape in europe on 03/05/1796 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Produce,04/16/1712,,a landscape,Produce a photorealistic image of a landscape in europe on 04/16/1712 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Produce,04/03/1785,,a landscape,Produce a photorealistic image of a landscape in europe on 04/03/1785 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Produce,05/29/1713,,a landscape,Produce a photorealistic image of a landscape in europe on 05/29/1713 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Produce,05/10/1757,,a landscape,Produce a photorealistic image of a landscape in europe on 05/10/1757 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Produce,06/02/1711,,a landscape,Produce a photorealistic image of a landscape in europe on 06/02/1711 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Produce,06/10/1753,,a landscape,Produce a photorealistic image of a landscape in europe on 06/10/1753 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Produce,07/17/1746,,a landscape,Produce a photorealistic image of a landscape in europe on 07/17/1746 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Produce,07/15/1785,,a landscape,Produce a photorealistic image of a landscape in europe on 07/15/1785 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Produce,08/25/1720,,a landscape,Produce a photorealistic image of a landscape in europe on 08/25/1720 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Produce,08/22/1773,,a landscape,Produce a photorealistic image of a landscape in europe on 08/22/1773 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Produce,09/06/1728,,a landscape,Produce a photorealistic image of a landscape in europe on 09/06/1728 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Produce,09/25/1799,,a landscape,Produce a photorealistic image of a landscape in europe on 09/25/1799 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Produce,10/27/1745,,a landscape,Produce a photorealistic image of a landscape in europe on 10/27/1745 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Produce,10/21/1767,,a landscape,Produce a photorealistic image of a landscape in europe on 10/21/1767 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Produce,11/11/1744,,a landscape,Produce a photorealistic image of a landscape in europe on 11/11/1744 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Produce,11/29/1781,,a landscape,Produce a photorealistic image of a landscape in europe on 11/29/1781 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Produce,12/02/1731,,a landscape,Produce a photorealistic image of a landscape in europe on 12/02/1731 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Produce,12/10/1760,,a landscape,Produce a photorealistic image of a landscape in europe on 12/10/1760 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Produce,01/26/1811,,a landscape,Produce a photorealistic image of a landscape in europe on 01/26/1811 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Produce,01/02/1879,,a landscape,Produce a photorealistic image of a landscape in europe on 01/02/1879 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Produce,02/07/1811,,a landscape,Produce a photorealistic image of a landscape in europe on 02/07/1811 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Produce,02/17/1887,,a landscape,Produce a photorealistic image of a landscape in europe on 02/17/1887 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Produce,03/09/1848,,a landscape,Produce a photorealistic image of a landscape in europe on 03/09/1848 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Produce,03/11/1881,,a landscape,Produce a photorealistic image of a landscape in europe on 03/11/1881 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Produce,04/23/1804,,a landscape,Produce a photorealistic image of a landscape in europe on 04/23/1804 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Produce,04/16/1859,,a landscape,Produce a photorealistic image of a landscape in europe on 04/16/1859 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Produce,05/30/1839,,a landscape,Produce a photorealistic image of a landscape in europe on 05/30/1839 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Produce,05/30/1894,,a landscape,Produce a photorealistic image of a landscape in europe on 05/30/1894 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Produce,06/27/1822,,a landscape,Produce a photorealistic image of a landscape in europe on 06/27/1822 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Produce,06/09/1883,,a landscape,Produce a photorealistic image of a landscape in europe on 06/09/1883 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Produce,07/26/1814,,a landscape,Produce a photorealistic image of a landscape in europe on 07/26/1814 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Produce,07/09/1853,,a landscape,Produce a photorealistic image of a landscape in europe on 07/09/1853 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Produce,08/28/1800,,a landscape,Produce a photorealistic image of a landscape in europe on 08/28/1800 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Produce,08/01/1892,,a landscape,Produce a photorealistic image of a landscape in europe on 08/01/1892 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Produce,09/23/1827,,a landscape,Produce a photorealistic image of a landscape in europe on 09/23/1827 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Produce,09/05/1865,,a landscape,Produce a photorealistic image of a landscape in europe on 09/05/1865 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Produce,10/18/1849,,a landscape,Produce a photorealistic image of a landscape in europe on 10/18/1849 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Produce,10/06/1867,,a landscape,Produce a photorealistic image of a landscape in europe on 10/06/1867 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Produce,11/22/1847,,a landscape,Produce a photorealistic image of a landscape in europe on 11/22/1847 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Produce,11/01/1877,,a landscape,Produce a photorealistic image of a landscape in europe on 11/01/1877 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Produce,12/24/1808,,a landscape,Produce a photorealistic image of a landscape in europe on 12/24/1808 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Produce,12/14/1868,,a landscape,Produce a photorealistic image of a landscape in europe on 12/14/1868 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Produce,01/16/1908,,a landscape,Produce a photorealistic image of a landscape in europe on 01/16/1908 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Produce,01/05/1988,,a landscape,Produce a photorealistic image of a landscape in europe on 01/05/1988 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Produce,02/03/1936,,a landscape,Produce a photorealistic image of a landscape in europe on 02/03/1936 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Produce,02/28/1976,,a landscape,Produce a photorealistic image of a landscape in europe on 02/28/1976 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Produce,03/09/1947,,a landscape,Produce a photorealistic image of a landscape in europe on 03/09/1947 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Produce,03/28/1997,,a landscape,Produce a photorealistic image of a landscape in europe on 03/28/1997 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Produce,04/18/1906,,a landscape,Produce a photorealistic image of a landscape in europe on 04/18/1906 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Produce,04/24/1974,,a landscape,Produce a photorealistic image of a landscape in europe on 04/24/1974 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Produce,05/30/1942,,a landscape,Produce a photorealistic image of a landscape in europe on 05/30/1942 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Produce,05/17/1970,,a landscape,Produce a photorealistic image of a landscape in europe on 05/17/1970 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal"
Seasonality,Date,Produce,06/15/1920,,a landscape,Produce a photorealistic image of a landscape in europe on 06/15/1920 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Produce,06/04/1991,,a landscape,Produce a photorealistic image of a landscape in europe on 06/04/1991 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Produce,07/08/1922,,a landscape,Produce a photorealistic image of a landscape in europe on 07/08/1922 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Produce,07/02/1963,,a landscape,Produce a photorealistic image of a landscape in europe on 07/02/1963 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Produce,08/19/1940,,a landscape,Produce a photorealistic image of a landscape in europe on 08/19/1940 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Produce,08/01/1998,,a landscape,Produce a photorealistic image of a landscape in europe on 08/01/1998 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine"
Seasonality,Date,Produce,09/30/1939,,a landscape,Produce a photorealistic image of a landscape in europe on 09/30/1939 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Produce,09/17/1968,,a landscape,Produce a photorealistic image of a landscape in europe on 09/17/1968 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Produce,10/14/1900,,a landscape,Produce a photorealistic image of a landscape in europe on 10/14/1900 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Produce,10/05/1971,,a landscape,Produce a photorealistic image of a landscape in europe on 10/05/1971 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Produce,11/28/1904,,a landscape,Produce a photorealistic image of a landscape in europe on 11/28/1904 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Produce,11/10/1985,,a landscape,Produce a photorealistic image of a landscape in europe on 11/10/1985 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape"
Seasonality,Date,Produce,12/06/1938,,a landscape,Produce a photorealistic image of a landscape in europe on 12/06/1938 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Seasonality,Date,Produce,12/25/1998,,a landscape,Produce a photorealistic image of a landscape in europe on 12/25/1998 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy"
Daytime,Daytime,Produce,,morning,a landscape,Produce a photorealistic image of a landscape in europe in the morning,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"nan,dewy,misty,sunrise,soft light,golden light,rising sun"
Daytime,Daytime,Produce,,evening,a landscape,Produce a photorealistic image of a landscape in europe in the evening,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"nan,shadowy,dim,sunset,setting sun,long shadows,deep shadows"
Daytime,Daytime,Produce,,6am,a landscape,Produce a photorealistic image of a landscape in europe at 6am,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"nan,dewy,misty,sunrise,soft light,golden light,rising sun"
Daytime,Daytime,Produce,,6pm,a landscape,Produce a photorealistic image of a landscape in europe at 6pm,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"nan,shadowy,dim,sunset,setting sun,shadows lengthen,shadows deepen"
