Building,DemolitionDate,BuildingImage,promptcategory,BuildingCoordinates,BuildingCountry,RandomBefore,RandomAfter,BuildingCoordinates.1,lon,lat,commonsCategory,isInGoogleLandmark,inception,WikipediaPagesCount,prompt,Imperative,PromptTemplate,difficulty,currentState,expectedValue
Sands Hotel and Casino,11/26/1996,http://commons.wikimedia.org/wiki/Special:FilePath/Sands%2095%20%2828276862784%29.jpg,before,Point(-115.168888888 36.121388888),United States of America,10/11/1963,10/11/2000,Point(-115.168888888 36.121388888),-115.1688889,36.12138889,https://commons.wikimedia.org/wiki/Category:Sands%20Hotel%20and%20Casino,0,01/01/1952,6,Create a photorealistic image of the Sands Hotel and Casino in United States of America before 11/26/1996,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by other,
Sands Hotel and Casino,11/26/1996,http://commons.wikimedia.org/wiki/Special:FilePath/Sands%2095%20%2828276862784%29.jpg,random after,Point(-115.168888888 36.121388888),United States of America,10/11/1963,10/11/2000,Point(-115.168888888 36.121388888),-115.1688889,36.12138889,https://commons.wikimedia.org/wiki/Category:Sands%20Hotel%20and%20Casino,0,01/01/1952,6,Create a photorealistic image of the Sands Hotel and Casino in United States of America on 10/11/2000,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by other,
Sands Hotel and Casino,11/26/1996,http://commons.wikimedia.org/wiki/Special:FilePath/Sands%2095%20%2828276862784%29.jpg,after,Point(-115.168888888 36.121388888),United States of America,10/11/1963,10/11/2000,Point(-115.168888888 36.121388888),-115.1688889,36.12138889,https://commons.wikimedia.org/wiki/Category:Sands%20Hotel%20and%20Casino,0,01/01/1952,6,Create a photorealistic image of the Sands Hotel and Casino in United States of America after 11/26/1996,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by other,
Sands Hotel and Casino,11/26/1996,http://commons.wikimedia.org/wiki/Special:FilePath/Sands%2095%20%2828276862784%29.jpg,random before,Point(-115.168888888 36.121388888),United States of America,10/11/1963,10/11/2000,Point(-115.168888888 36.121388888),-115.1688889,36.12138889,https://commons.wikimedia.org/wiki/Category:Sands%20Hotel%20and%20Casino,0,01/01/1952,6,Give me a photorealistic image of the Sands Hotel and Casino in United States of America on 10/11/1963,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by other,
Sands Hotel and Casino,11/26/1996,http://commons.wikimedia.org/wiki/Special:FilePath/Sands%2095%20%2828276862784%29.jpg,before,Point(-115.168888888 36.121388888),United States of America,10/11/1963,10/11/2000,Point(-115.168888888 36.121388888),-115.1688889,36.12138889,https://commons.wikimedia.org/wiki/Category:Sands%20Hotel%20and%20Casino,0,01/01/1952,6,Give me a photorealistic image of the Sands Hotel and Casino in United States of America before 11/26/1996,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by other,
Sands Hotel and Casino,11/26/1996,http://commons.wikimedia.org/wiki/Special:FilePath/Sands%2095%20%2828276862784%29.jpg,random after,Point(-115.168888888 36.121388888),United States of America,10/11/1963,10/11/2000,Point(-115.168888888 36.121388888),-115.1688889,36.12138889,https://commons.wikimedia.org/wiki/Category:Sands%20Hotel%20and%20Casino,0,01/01/1952,6,Give me a photorealistic image of the Sands Hotel and Casino in United States of America on 10/11/2000,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by other,
Sands Hotel and Casino,11/26/1996,http://commons.wikimedia.org/wiki/Special:FilePath/Sands%2095%20%2828276862784%29.jpg,after,Point(-115.168888888 36.121388888),United States of America,10/11/1963,10/11/2000,Point(-115.168888888 36.121388888),-115.1688889,36.12138889,https://commons.wikimedia.org/wiki/Category:Sands%20Hotel%20and%20Casino,0,01/01/1952,6,Give me a photorealistic image of the Sands Hotel and Casino in United States of America after 11/26/1996,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by other,
Sands Hotel and Casino,11/26/1996,http://commons.wikimedia.org/wiki/Special:FilePath/Sands%2095%20%2828276862784%29.jpg,random before,Point(-115.168888888 36.121388888),United States of America,10/11/1963,10/11/2000,Point(-115.168888888 36.121388888),-115.1688889,36.12138889,https://commons.wikimedia.org/wiki/Category:Sands%20Hotel%20and%20Casino,0,01/01/1952,6,Generate a photorealistic image of the Sands Hotel and Casino in United States of America on 10/11/1963,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by other,
Sands Hotel and Casino,11/26/1996,http://commons.wikimedia.org/wiki/Special:FilePath/Sands%2095%20%2828276862784%29.jpg,before,Point(-115.168888888 36.121388888),United States of America,10/11/1963,10/11/2000,Point(-115.168888888 36.121388888),-115.1688889,36.12138889,https://commons.wikimedia.org/wiki/Category:Sands%20Hotel%20and%20Casino,0,01/01/1952,6,Generate a photorealistic image of the Sands Hotel and Casino in United States of America before 11/26/1996,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by other,
Sands Hotel and Casino,11/26/1996,http://commons.wikimedia.org/wiki/Special:FilePath/Sands%2095%20%2828276862784%29.jpg,random after,Point(-115.168888888 36.121388888),United States of America,10/11/1963,10/11/2000,Point(-115.168888888 36.121388888),-115.1688889,36.12138889,https://commons.wikimedia.org/wiki/Category:Sands%20Hotel%20and%20Casino,0,01/01/1952,6,Generate a photorealistic image of the Sands Hotel and Casino in United States of America on 10/11/2000,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by other,
Sands Hotel and Casino,11/26/1996,http://commons.wikimedia.org/wiki/Special:FilePath/Sands%2095%20%2828276862784%29.jpg,after,Point(-115.168888888 36.121388888),United States of America,10/11/1963,10/11/2000,Point(-115.168888888 36.121388888),-115.1688889,36.12138889,https://commons.wikimedia.org/wiki/Category:Sands%20Hotel%20and%20Casino,0,01/01/1952,6,Generate a photorealistic image of the Sands Hotel and Casino in United States of America after 11/26/1996,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by other,
Sands Hotel and Casino,11/26/1996,http://commons.wikimedia.org/wiki/Special:FilePath/Sands%2095%20%2828276862784%29.jpg,random before,Point(-115.168888888 36.121388888),United States of America,10/11/1963,10/11/2000,Point(-115.168888888 36.121388888),-115.1688889,36.12138889,https://commons.wikimedia.org/wiki/Category:Sands%20Hotel%20and%20Casino,0,01/01/1952,6,Produce a photorealistic image of the Sands Hotel and Casino in United States of America on 10/11/1963,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by other,
Sands Hotel and Casino,11/26/1996,http://commons.wikimedia.org/wiki/Special:FilePath/Sands%2095%20%2828276862784%29.jpg,before,Point(-115.168888888 36.121388888),United States of America,10/11/1963,10/11/2000,Point(-115.168888888 36.121388888),-115.1688889,36.12138889,https://commons.wikimedia.org/wiki/Category:Sands%20Hotel%20and%20Casino,0,01/01/1952,6,Produce a photorealistic image of the Sands Hotel and Casino in United States of America before 11/26/1996,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by other,
Sands Hotel and Casino,11/26/1996,http://commons.wikimedia.org/wiki/Special:FilePath/Sands%2095%20%2828276862784%29.jpg,random after,Point(-115.168888888 36.121388888),United States of America,10/11/1963,10/11/2000,Point(-115.168888888 36.121388888),-115.1688889,36.12138889,https://commons.wikimedia.org/wiki/Category:Sands%20Hotel%20and%20Casino,0,01/01/1952,6,Produce a photorealistic image of the Sands Hotel and Casino in United States of America on 10/11/2000,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by other,
Sands Hotel and Casino,11/26/1996,http://commons.wikimedia.org/wiki/Special:FilePath/Sands%2095%20%2828276862784%29.jpg,after,Point(-115.168888888 36.121388888),United States of America,10/11/1963,10/11/2000,Point(-115.168888888 36.121388888),-115.1688889,36.12138889,https://commons.wikimedia.org/wiki/Category:Sands%20Hotel%20and%20Casino,0,01/01/1952,6,Produce a photorealistic image of the Sands Hotel and Casino in United States of America after 11/26/1996,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by other,
Sanzhi UFO houses,01/01/2010,http://commons.wikimedia.org/wiki/Special:FilePath/%E4%B8%89%E8%8A%9D%E9%A3%9B%E7%A2%9F%E5%B1%8B.jpg,random before,Point(121.4775 25.260833333),Taiwan,06/11/1980,2/4/2011,Point(121.4775 25.260833333),121.4775,25.26083333,https://commons.wikimedia.org/wiki/Category:Sanzhi%20UFO%20Houses,0,01/01/1978,10,Create a photorealistic image of the Sanzhi UFO houses in Taiwan on 06/11/1980,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin"
Sanzhi UFO houses,01/01/2010,http://commons.wikimedia.org/wiki/Special:FilePath/%E4%B8%89%E8%8A%9D%E9%A3%9B%E7%A2%9F%E5%B1%8B.jpg,before,Point(121.4775 25.260833333),Taiwan,06/11/1980,2/4/2011,Point(121.4775 25.260833333),121.4775,25.26083333,https://commons.wikimedia.org/wiki/Category:Sanzhi%20UFO%20Houses,0,01/01/1978,10,Create a photorealistic image of the Sanzhi UFO houses in Taiwan before 01/01/2010,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin"
Sanzhi UFO houses,01/01/2010,http://commons.wikimedia.org/wiki/Special:FilePath/%E4%B8%89%E8%8A%9D%E9%A3%9B%E7%A2%9F%E5%B1%8B.jpg,random after,Point(121.4775 25.260833333),Taiwan,06/11/1980,2/4/2011,Point(121.4775 25.260833333),121.4775,25.26083333,https://commons.wikimedia.org/wiki/Category:Sanzhi%20UFO%20Houses,0,01/01/1978,10,Create a photorealistic image of the Sanzhi UFO houses in Taiwan on 2/4/2011,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin"
Sanzhi UFO houses,01/01/2010,http://commons.wikimedia.org/wiki/Special:FilePath/%E4%B8%89%E8%8A%9D%E9%A3%9B%E7%A2%9F%E5%B1%8B.jpg,after,Point(121.4775 25.260833333),Taiwan,06/11/1980,2/4/2011,Point(121.4775 25.260833333),121.4775,25.26083333,https://commons.wikimedia.org/wiki/Category:Sanzhi%20UFO%20Houses,0,01/01/1978,10,Create a photorealistic image of the Sanzhi UFO houses in Taiwan after 01/01/2010,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin"
Sanzhi UFO houses,01/01/2010,http://commons.wikimedia.org/wiki/Special:FilePath/%E4%B8%89%E8%8A%9D%E9%A3%9B%E7%A2%9F%E5%B1%8B.jpg,random before,Point(121.4775 25.260833333),Taiwan,06/11/1980,2/4/2011,Point(121.4775 25.260833333),121.4775,25.26083333,https://commons.wikimedia.org/wiki/Category:Sanzhi%20UFO%20Houses,0,01/01/1978,10,Give me a photorealistic image of the Sanzhi UFO houses in Taiwan on 06/11/1980,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin"
Sanzhi UFO houses,01/01/2010,http://commons.wikimedia.org/wiki/Special:FilePath/%E4%B8%89%E8%8A%9D%E9%A3%9B%E7%A2%9F%E5%B1%8B.jpg,before,Point(121.4775 25.260833333),Taiwan,06/11/1980,2/4/2011,Point(121.4775 25.260833333),121.4775,25.26083333,https://commons.wikimedia.org/wiki/Category:Sanzhi%20UFO%20Houses,0,01/01/1978,10,Give me a photorealistic image of the Sanzhi UFO houses in Taiwan before 01/01/2010,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin"
Sanzhi UFO houses,01/01/2010,http://commons.wikimedia.org/wiki/Special:FilePath/%E4%B8%89%E8%8A%9D%E9%A3%9B%E7%A2%9F%E5%B1%8B.jpg,random after,Point(121.4775 25.260833333),Taiwan,06/11/1980,2/4/2011,Point(121.4775 25.260833333),121.4775,25.26083333,https://commons.wikimedia.org/wiki/Category:Sanzhi%20UFO%20Houses,0,01/01/1978,10,Give me a photorealistic image of the Sanzhi UFO houses in Taiwan on 2/4/2011,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin"
Sanzhi UFO houses,01/01/2010,http://commons.wikimedia.org/wiki/Special:FilePath/%E4%B8%89%E8%8A%9D%E9%A3%9B%E7%A2%9F%E5%B1%8B.jpg,after,Point(121.4775 25.260833333),Taiwan,06/11/1980,2/4/2011,Point(121.4775 25.260833333),121.4775,25.26083333,https://commons.wikimedia.org/wiki/Category:Sanzhi%20UFO%20Houses,0,01/01/1978,10,Give me a photorealistic image of the Sanzhi UFO houses in Taiwan after 01/01/2010,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin"
Sanzhi UFO houses,01/01/2010,http://commons.wikimedia.org/wiki/Special:FilePath/%E4%B8%89%E8%8A%9D%E9%A3%9B%E7%A2%9F%E5%B1%8B.jpg,random before,Point(121.4775 25.260833333),Taiwan,06/11/1980,2/4/2011,Point(121.4775 25.260833333),121.4775,25.26083333,https://commons.wikimedia.org/wiki/Category:Sanzhi%20UFO%20Houses,0,01/01/1978,10,Generate a photorealistic image of the Sanzhi UFO houses in Taiwan on 06/11/1980,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin"
Sanzhi UFO houses,01/01/2010,http://commons.wikimedia.org/wiki/Special:FilePath/%E4%B8%89%E8%8A%9D%E9%A3%9B%E7%A2%9F%E5%B1%8B.jpg,before,Point(121.4775 25.260833333),Taiwan,06/11/1980,2/4/2011,Point(121.4775 25.260833333),121.4775,25.26083333,https://commons.wikimedia.org/wiki/Category:Sanzhi%20UFO%20Houses,0,01/01/1978,10,Generate a photorealistic image of the Sanzhi UFO houses in Taiwan before 01/01/2010,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin"
Sanzhi UFO houses,01/01/2010,http://commons.wikimedia.org/wiki/Special:FilePath/%E4%B8%89%E8%8A%9D%E9%A3%9B%E7%A2%9F%E5%B1%8B.jpg,random after,Point(121.4775 25.260833333),Taiwan,06/11/1980,2/4/2011,Point(121.4775 25.260833333),121.4775,25.26083333,https://commons.wikimedia.org/wiki/Category:Sanzhi%20UFO%20Houses,0,01/01/1978,10,Generate a photorealistic image of the Sanzhi UFO houses in Taiwan on 2/4/2011,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin"
Sanzhi UFO houses,01/01/2010,http://commons.wikimedia.org/wiki/Special:FilePath/%E4%B8%89%E8%8A%9D%E9%A3%9B%E7%A2%9F%E5%B1%8B.jpg,after,Point(121.4775 25.260833333),Taiwan,06/11/1980,2/4/2011,Point(121.4775 25.260833333),121.4775,25.26083333,https://commons.wikimedia.org/wiki/Category:Sanzhi%20UFO%20Houses,0,01/01/1978,10,Generate a photorealistic image of the Sanzhi UFO houses in Taiwan after 01/01/2010,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin"
Sanzhi UFO houses,01/01/2010,http://commons.wikimedia.org/wiki/Special:FilePath/%E4%B8%89%E8%8A%9D%E9%A3%9B%E7%A2%9F%E5%B1%8B.jpg,random before,Point(121.4775 25.260833333),Taiwan,06/11/1980,2/4/2011,Point(121.4775 25.260833333),121.4775,25.26083333,https://commons.wikimedia.org/wiki/Category:Sanzhi%20UFO%20Houses,0,01/01/1978,10,Produce a photorealistic image of the Sanzhi UFO houses in Taiwan on 06/11/1980,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin"
Sanzhi UFO houses,01/01/2010,http://commons.wikimedia.org/wiki/Special:FilePath/%E4%B8%89%E8%8A%9D%E9%A3%9B%E7%A2%9F%E5%B1%8B.jpg,before,Point(121.4775 25.260833333),Taiwan,06/11/1980,2/4/2011,Point(121.4775 25.260833333),121.4775,25.26083333,https://commons.wikimedia.org/wiki/Category:Sanzhi%20UFO%20Houses,0,01/01/1978,10,Produce a photorealistic image of the Sanzhi UFO houses in Taiwan before 01/01/2010,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin"
Sanzhi UFO houses,01/01/2010,http://commons.wikimedia.org/wiki/Special:FilePath/%E4%B8%89%E8%8A%9D%E9%A3%9B%E7%A2%9F%E5%B1%8B.jpg,random after,Point(121.4775 25.260833333),Taiwan,06/11/1980,2/4/2011,Point(121.4775 25.260833333),121.4775,25.26083333,https://commons.wikimedia.org/wiki/Category:Sanzhi%20UFO%20Houses,0,01/01/1978,10,Produce a photorealistic image of the Sanzhi UFO houses in Taiwan on 2/4/2011,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin"
Sanzhi UFO houses,01/01/2010,http://commons.wikimedia.org/wiki/Special:FilePath/%E4%B8%89%E8%8A%9D%E9%A3%9B%E7%A2%9F%E5%B1%8B.jpg,after,Point(121.4775 25.260833333),Taiwan,06/11/1980,2/4/2011,Point(121.4775 25.260833333),121.4775,25.26083333,https://commons.wikimedia.org/wiki/Category:Sanzhi%20UFO%20Houses,0,01/01/1978,10,Produce a photorealistic image of the Sanzhi UFO houses in Taiwan after 01/01/2010,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin"
Sony Building,01/01/2017,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Building%20Japan%202006%20-%20Tokyo%20-%20Ginza.JPG,random before,Point(139.7631687 35.6720839),Japan,05/15/1996,7/20/2025,Point(139.7631687 35.6720839),139.7631687,35.6720839,https://commons.wikimedia.org/wiki/Category:Sony%20Building,0,04/15/1966,8,Create a photorealistic image of the Sony Building in Japan on 05/15/1996,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by new,
Sony Building,01/01/2017,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Building%20Japan%202006%20-%20Tokyo%20-%20Ginza.JPG,before,Point(139.7631687 35.6720839),Japan,05/15/1996,7/20/2025,Point(139.7631687 35.6720839),139.7631687,35.6720839,https://commons.wikimedia.org/wiki/Category:Sony%20Building,0,04/15/1966,8,Create a photorealistic image of the Sony Building in Japan before 01/01/2017,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by new,
Sony Building,01/01/2017,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Building%20Japan%202006%20-%20Tokyo%20-%20Ginza.JPG,random after,Point(139.7631687 35.6720839),Japan,05/15/1996,7/20/2025,Point(139.7631687 35.6720839),139.7631687,35.6720839,https://commons.wikimedia.org/wiki/Category:Sony%20Building,0,04/15/1966,8,Create a photorealistic image of the Sony Building in Japan on 7/20/2025,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by new,
Sony Building,01/01/2017,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Building%20Japan%202006%20-%20Tokyo%20-%20Ginza.JPG,after,Point(139.7631687 35.6720839),Japan,05/15/1996,7/20/2025,Point(139.7631687 35.6720839),139.7631687,35.6720839,https://commons.wikimedia.org/wiki/Category:Sony%20Building,0,04/15/1966,8,Create a photorealistic image of the Sony Building in Japan after 01/01/2017,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by new,
Sony Building,01/01/2017,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Building%20Japan%202006%20-%20Tokyo%20-%20Ginza.JPG,random before,Point(139.7631687 35.6720839),Japan,05/15/1996,7/20/2025,Point(139.7631687 35.6720839),139.7631687,35.6720839,https://commons.wikimedia.org/wiki/Category:Sony%20Building,0,04/15/1966,8,Give me a photorealistic image of the Sony Building in Japan on 05/15/1996,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by new,
Sony Building,01/01/2017,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Building%20Japan%202006%20-%20Tokyo%20-%20Ginza.JPG,before,Point(139.7631687 35.6720839),Japan,05/15/1996,7/20/2025,Point(139.7631687 35.6720839),139.7631687,35.6720839,https://commons.wikimedia.org/wiki/Category:Sony%20Building,0,04/15/1966,8,Give me a photorealistic image of the Sony Building in Japan before 01/01/2017,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by new,
Sony Building,01/01/2017,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Building%20Japan%202006%20-%20Tokyo%20-%20Ginza.JPG,random after,Point(139.7631687 35.6720839),Japan,05/15/1996,7/20/2025,Point(139.7631687 35.6720839),139.7631687,35.6720839,https://commons.wikimedia.org/wiki/Category:Sony%20Building,0,04/15/1966,8,Give me a photorealistic image of the Sony Building in Japan on 7/20/2025,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by new,
Sony Building,01/01/2017,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Building%20Japan%202006%20-%20Tokyo%20-%20Ginza.JPG,after,Point(139.7631687 35.6720839),Japan,05/15/1996,7/20/2025,Point(139.7631687 35.6720839),139.7631687,35.6720839,https://commons.wikimedia.org/wiki/Category:Sony%20Building,0,04/15/1966,8,Give me a photorealistic image of the Sony Building in Japan after 01/01/2017,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by new,
Sony Building,01/01/2017,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Building%20Japan%202006%20-%20Tokyo%20-%20Ginza.JPG,random before,Point(139.7631687 35.6720839),Japan,05/15/1996,7/20/2025,Point(139.7631687 35.6720839),139.7631687,35.6720839,https://commons.wikimedia.org/wiki/Category:Sony%20Building,0,04/15/1966,8,Generate a photorealistic image of the Sony Building in Japan on 05/15/1996,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by new,
Sony Building,01/01/2017,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Building%20Japan%202006%20-%20Tokyo%20-%20Ginza.JPG,before,Point(139.7631687 35.6720839),Japan,05/15/1996,7/20/2025,Point(139.7631687 35.6720839),139.7631687,35.6720839,https://commons.wikimedia.org/wiki/Category:Sony%20Building,0,04/15/1966,8,Generate a photorealistic image of the Sony Building in Japan before 01/01/2017,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by new,
Sony Building,01/01/2017,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Building%20Japan%202006%20-%20Tokyo%20-%20Ginza.JPG,random after,Point(139.7631687 35.6720839),Japan,05/15/1996,7/20/2025,Point(139.7631687 35.6720839),139.7631687,35.6720839,https://commons.wikimedia.org/wiki/Category:Sony%20Building,0,04/15/1966,8,Generate a photorealistic image of the Sony Building in Japan on 7/20/2025,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by new,
Sony Building,01/01/2017,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Building%20Japan%202006%20-%20Tokyo%20-%20Ginza.JPG,after,Point(139.7631687 35.6720839),Japan,05/15/1996,7/20/2025,Point(139.7631687 35.6720839),139.7631687,35.6720839,https://commons.wikimedia.org/wiki/Category:Sony%20Building,0,04/15/1966,8,Generate a photorealistic image of the Sony Building in Japan after 01/01/2017,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by new,
Sony Building,01/01/2017,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Building%20Japan%202006%20-%20Tokyo%20-%20Ginza.JPG,random before,Point(139.7631687 35.6720839),Japan,05/15/1996,7/20/2025,Point(139.7631687 35.6720839),139.7631687,35.6720839,https://commons.wikimedia.org/wiki/Category:Sony%20Building,0,04/15/1966,8,Produce a photorealistic image of the Sony Building in Japan on 05/15/1996,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by new,
Sony Building,01/01/2017,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Building%20Japan%202006%20-%20Tokyo%20-%20Ginza.JPG,before,Point(139.7631687 35.6720839),Japan,05/15/1996,7/20/2025,Point(139.7631687 35.6720839),139.7631687,35.6720839,https://commons.wikimedia.org/wiki/Category:Sony%20Building,0,04/15/1966,8,Produce a photorealistic image of the Sony Building in Japan before 01/01/2017,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by new,
Sony Building,01/01/2017,http://commons.wikimedia.org/wiki/Special:FilePath/Sony%20Building%20Japan%202006%20-%20Tokyo%20-%20Ginza.JPG,random after,Point(139.7631687 35.6720839),Japan,05/15/1996,7/20/2025,Point(139.7631687 35.6720839),139.7631687,35.6720839,https://commons.wikimedia.org/wiki/Category:Sony%20Building,0,04/15/1966,8,Produce a photorealistic image of the Sony Building in Japan on 7/20/2025,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by new,
