Building,DemolitionDate,BuildingImage,promptcategory,BuildingCoordinates,BuildingCountry,RandomBefore,RandomAfter,BuildingCoordinates.1,lon,lat,commonsCategory,isInGoogleLandmark,inception,WikipediaPagesCount,prompt,Imperative,PromptTemplate,difficulty,currentState,expectedValue,testImage,testImage_sdxlbase,testImage_sdxlturbo,testImage_sdv15,annotation_verdict_subject_present_1_sdxlturbo,annotation_verdict_Temp_Know_1_sdxlturbo,annotation_verdict_visual_err_1_sdxlturbo,annotation_verdict_subject_present_1_sdxlbase,annotation_verdict_Temp_Know_1_sdxlbase,annotation_verdict_visual_err_1_sdxlbase,annotation_verdict_subject_present_1_sdv15,annotation_verdict_Temp_Know_1_sdv15,annotation_verdict_visual_err_1_sdv15,annotationAverage,promptQuestions,annotation_verdict_final_1_sdxlturbo,annotation_verdict_final_1_sdxlbase,annotation_verdict_final_1_sdv15
New York World Building,01/01/1955,http://commons.wikimedia.org/wiki/Special:FilePath/New%20York%20World%20Building%20New%20York%20City.jpg,random before,Point(-74.0053 40.7121),United States of America,04/18/1907,10/1/1964,Point(-74.0053 40.7121),-74.0053,40.7121,https://commons.wikimedia.org/wiki/Category:New%20York%20World%20Building,0,01/01/1890,22,Create a photorealistic image of the New York World Building in United States of America on 04/18/1907,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",/work/bba4287/output/samples/buildings/sampletest_New_York_World_Building_random_before_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_New_York_World_Building_random_before_Create.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_New_York_World_Building_random_before_Create.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_New_York_World_Building_random_before_Create.png,0,0,1,0,0,1,0,0,1,0.25,"Is the New York World Building in United States of America in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the New York World Building in United States of America on 04/18/1907? Please provide a clear yes or no answer",0,0,0
New York World Building,01/01/1955,http://commons.wikimedia.org/wiki/Special:FilePath/New%20York%20World%20Building%20New%20York%20City.jpg,before,Point(-74.0053 40.7121),United States of America,04/18/1907,10/1/1964,Point(-74.0053 40.7121),-74.0053,40.7121,https://commons.wikimedia.org/wiki/Category:New%20York%20World%20Building,0,01/01/1890,22,Create a photorealistic image of the New York World Building in United States of America before 01/01/1955,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",/work/bba4287/output/samples/buildings/sampletest_New_York_World_Building_before_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_New_York_World_Building_before_Create.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_New_York_World_Building_before_Create.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_New_York_World_Building_before_Create.png,0,0,1,0,0,0,0,0,0,0.08333333333333333,"Is the New York World Building in United States of America in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the New York World Building in United States of America before 01/01/1955? Please provide a clear yes or no answer",0,0,0
New York World Building,01/01/1955,http://commons.wikimedia.org/wiki/Special:FilePath/New%20York%20World%20Building%20New%20York%20City.jpg,random after,Point(-74.0053 40.7121),United States of America,04/18/1907,10/1/1964,Point(-74.0053 40.7121),-74.0053,40.7121,https://commons.wikimedia.org/wiki/Category:New%20York%20World%20Building,0,01/01/1890,22,Generate a photorealistic image of the New York World Building in United States of America on 10/1/1964,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",/work/bba4287/output/samples/buildings/sampletest_New_York_World_Building_random_after_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_New_York_World_Building_random_after_Generate.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_New_York_World_Building_random_after_Generate.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_New_York_World_Building_random_after_Generate.png,0,0,1,0,0,0,0,0,0,0.08333333333333333,"Is the New York World Building in United States of America in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the New York World Building in United States of America on 10/1/1964? Please provide a clear yes or no answer",0,0,0
New York World Building,01/01/1955,http://commons.wikimedia.org/wiki/Special:FilePath/New%20York%20World%20Building%20New%20York%20City.jpg,after,Point(-74.0053 40.7121),United States of America,04/18/1907,10/1/1964,Point(-74.0053 40.7121),-74.0053,40.7121,https://commons.wikimedia.org/wiki/Category:New%20York%20World%20Building,0,01/01/1890,22,Give me a photorealistic image of the New York World Building in United States of America after 01/01/1955,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",/work/bba4287/output/samples/buildings/sampletest_New_York_World_Building_after_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_New_York_World_Building_after_Give_me.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_New_York_World_Building_after_Give_me.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_New_York_World_Building_after_Give_me.png,0,0,1,0,0,0,0,0,0,0.08333333333333333,"Is the New York World Building in United States of America in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the New York World Building in United States of America after 01/01/1955? Please provide a clear yes or no answer",0,0,0
Taksim Stadium,01/01/1940,http://commons.wikimedia.org/wiki/Special:FilePath/Turkey%201923.jpg,random before,Point(28.986818 41.038459),Turkey,09/12/1923,1/23/1946,Point(28.986818 41.038459),28.986818,41.038459,https://commons.wikimedia.org/wiki/Category:Taksim%20Stadium,0,01/01/1921,10,Create a photorealistic image of the Taksim Stadium in Turkey on 09/12/1923,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by other,,/work/bba4287/output/samples/buildings/sampletest_Taksim_Stadium_random_before_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Taksim_Stadium_random_before_Create.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Taksim_Stadium_random_before_Create.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Taksim_Stadium_random_before_Create.png,0,0,0,0,0,0,0,0,0,0.0,"Is the Taksim Stadium in Turkey in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Taksim Stadium in Turkey on 09/12/1923? Please provide a clear yes or no answer",0,0,0
Taksim Stadium,01/01/1940,http://commons.wikimedia.org/wiki/Special:FilePath/Turkey%201923.jpg,before,Point(28.986818 41.038459),Turkey,09/12/1923,1/23/1946,Point(28.986818 41.038459),28.986818,41.038459,https://commons.wikimedia.org/wiki/Category:Taksim%20Stadium,0,01/01/1921,10,Create a photorealistic image of the Taksim Stadium in Turkey before 01/01/1940,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by other,,/work/bba4287/output/samples/buildings/sampletest_Taksim_Stadium_before_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Taksim_Stadium_before_Create.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Taksim_Stadium_before_Create.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Taksim_Stadium_before_Create.png,0,0,0,0,0,0,0,0,0,0.0,"Is the Taksim Stadium in Turkey in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Taksim Stadium in Turkey before 01/01/1940? Please provide a clear yes or no answer",0,0,0
Taksim Stadium,01/01/1940,http://commons.wikimedia.org/wiki/Special:FilePath/Turkey%201923.jpg,random after,Point(28.986818 41.038459),Turkey,09/12/1923,1/23/1946,Point(28.986818 41.038459),28.986818,41.038459,https://commons.wikimedia.org/wiki/Category:Taksim%20Stadium,0,01/01/1921,10,Produce a photorealistic image of the Taksim Stadium in Turkey on 1/23/1946,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by other,,/work/bba4287/output/samples/buildings/sampletest_Taksim_Stadium_random_after_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Taksim_Stadium_random_after_Produce.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Taksim_Stadium_random_after_Produce.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Taksim_Stadium_random_after_Produce.png,0,0,0,0,0,0,0,0,0,0.0,"Is the Taksim Stadium in Turkey in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Taksim Stadium in Turkey on 1/23/1946? Please provide a clear yes or no answer",0,0,0
Taksim Stadium,01/01/1940,http://commons.wikimedia.org/wiki/Special:FilePath/Turkey%201923.jpg,after,Point(28.986818 41.038459),Turkey,09/12/1923,1/23/1946,Point(28.986818 41.038459),28.986818,41.038459,https://commons.wikimedia.org/wiki/Category:Taksim%20Stadium,0,01/01/1921,10,Produce a photorealistic image of the Taksim Stadium in Turkey after 01/01/1940,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by other,,/work/bba4287/output/samples/buildings/sampletest_Taksim_Stadium_after_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Taksim_Stadium_after_Produce.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Taksim_Stadium_after_Produce.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Taksim_Stadium_after_Produce.png,0,0,0,0,0,0,0,0,0,0.0,"Is the Taksim Stadium in Turkey in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Taksim Stadium in Turkey after 01/01/1940? Please provide a clear yes or no answer",0,0,0
Sands Hotel and Casino,11/26/1996,http://commons.wikimedia.org/wiki/Special:FilePath/Sands%2095%20%2828276862784%29.jpg,random before,Point(-115.168888888 36.121388888),United States of America,10/11/1963,10/11/2000,Point(-115.168888888 36.121388888),-115.1688889,36.12138889,https://commons.wikimedia.org/wiki/Category:Sands%20Hotel%20and%20Casino,0,01/01/1952,6,Create a photorealistic image of the Sands Hotel and Casino in United States of America on 10/11/1963,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by other,,/work/bba4287/output/samples/buildings/sampletest_Sands_Hotel_and_Casino_random_before_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Sands_Hotel_and_Casino_random_before_Create.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Sands_Hotel_and_Casino_random_before_Create.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Sands_Hotel_and_Casino_random_before_Create.png,0,0,0,0,0,0,0,0,0,0.0,"Is the Sands Hotel and Casino in United States of America in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Sands Hotel and Casino in United States of America on 10/11/1963? Please provide a clear yes or no answer",0,0,0
Sands Hotel and Casino,11/26/1996,http://commons.wikimedia.org/wiki/Special:FilePath/Sands%2095%20%2828276862784%29.jpg,before,Point(-115.168888888 36.121388888),United States of America,10/11/1963,10/11/2000,Point(-115.168888888 36.121388888),-115.1688889,36.12138889,https://commons.wikimedia.org/wiki/Category:Sands%20Hotel%20and%20Casino,0,01/01/1952,6,Give me a photorealistic image of the Sands Hotel and Casino in United States of America before 11/26/1996,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by other,,/work/bba4287/output/samples/buildings/sampletest_Sands_Hotel_and_Casino_before_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Sands_Hotel_and_Casino_before_Give_me.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Sands_Hotel_and_Casino_before_Give_me.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Sands_Hotel_and_Casino_before_Give_me.png,0,0,0,0,0,0,0,0,0,0.0,"Is the Sands Hotel and Casino in United States of America in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Sands Hotel and Casino in United States of America before 11/26/1996? Please provide a clear yes or no answer",0,0,0
Sands Hotel and Casino,11/26/1996,http://commons.wikimedia.org/wiki/Special:FilePath/Sands%2095%20%2828276862784%29.jpg,random after,Point(-115.168888888 36.121388888),United States of America,10/11/1963,10/11/2000,Point(-115.168888888 36.121388888),-115.1688889,36.12138889,https://commons.wikimedia.org/wiki/Category:Sands%20Hotel%20and%20Casino,0,01/01/1952,6,Give me a photorealistic image of the Sands Hotel and Casino in United States of America on 10/11/2000,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by other,,/work/bba4287/output/samples/buildings/sampletest_Sands_Hotel_and_Casino_random_after_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Sands_Hotel_and_Casino_random_after_Give_me.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Sands_Hotel_and_Casino_random_after_Give_me.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Sands_Hotel_and_Casino_random_after_Give_me.png,0,0,0,0,0,0,0,0,0,0.0,"Is the Sands Hotel and Casino in United States of America in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Sands Hotel and Casino in United States of America on 10/11/2000? Please provide a clear yes or no answer",0,0,0
Sands Hotel and Casino,11/26/1996,http://commons.wikimedia.org/wiki/Special:FilePath/Sands%2095%20%2828276862784%29.jpg,after,Point(-115.168888888 36.121388888),United States of America,10/11/1963,10/11/2000,Point(-115.168888888 36.121388888),-115.1688889,36.12138889,https://commons.wikimedia.org/wiki/Category:Sands%20Hotel%20and%20Casino,0,01/01/1952,6,Produce a photorealistic image of the Sands Hotel and Casino in United States of America after 11/26/1996,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by other,,/work/bba4287/output/samples/buildings/sampletest_Sands_Hotel_and_Casino_after_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Sands_Hotel_and_Casino_after_Produce.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Sands_Hotel_and_Casino_after_Produce.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Sands_Hotel_and_Casino_after_Produce.png,0,0,0,0,0,0,0,0,0,0.0,"Is the Sands Hotel and Casino in United States of America in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Sands Hotel and Casino in United States of America after 11/26/1996? Please provide a clear yes or no answer",0,0,0
Fulton Theatre,01/01/1982,http://commons.wikimedia.org/wiki/Special:FilePath/Fulton%20Theater%2C%20New%20York%20City.jpg,random before,Point(-73.9856 40.7587),United States of America,03/09/1929,12/13/1989,Point(-73.9856 40.7587),-73.9856,40.7587,https://commons.wikimedia.org/wiki/Category:Fulton%20Theatre,0,04/27/1911,5,Produce a photorealistic image of the Fulton Theatre in United States of America on 03/09/1929,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,replaced by other,,/work/bba4287/output/samples/buildings/sampletest_Fulton_Theatre_random_before_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Fulton_Theatre_random_before_Produce.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Fulton_Theatre_random_before_Produce.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Fulton_Theatre_random_before_Produce.png,0,0,0,0,0,0,0,0,0,0.0,"Is the Fulton Theatre in United States of America in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Fulton Theatre in United States of America on 03/09/1929? Please provide a clear yes or no answer",0,0,0
Fulton Theatre,01/01/1982,http://commons.wikimedia.org/wiki/Special:FilePath/Fulton%20Theater%2C%20New%20York%20City.jpg,before,Point(-73.9856 40.7587),United States of America,03/09/1929,12/13/1989,Point(-73.9856 40.7587),-73.9856,40.7587,https://commons.wikimedia.org/wiki/Category:Fulton%20Theatre,0,04/27/1911,5,Create a photorealistic image of the Fulton Theatre in United States of America before 01/01/1982,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,replaced by other,,/work/bba4287/output/samples/buildings/sampletest_Fulton_Theatre_before_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Fulton_Theatre_before_Create.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Fulton_Theatre_before_Create.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Fulton_Theatre_before_Create.png,0,0,0,0,0,0,0,0,0,0.0,"Is the Fulton Theatre in United States of America in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Fulton Theatre in United States of America before 01/01/1982? Please provide a clear yes or no answer",0,0,0
Fulton Theatre,01/01/1982,http://commons.wikimedia.org/wiki/Special:FilePath/Fulton%20Theater%2C%20New%20York%20City.jpg,random after,Point(-73.9856 40.7587),United States of America,03/09/1929,12/13/1989,Point(-73.9856 40.7587),-73.9856,40.7587,https://commons.wikimedia.org/wiki/Category:Fulton%20Theatre,0,04/27/1911,5,Give me a photorealistic image of the Fulton Theatre in United States of America on 12/13/1989,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,replaced by other,,/work/bba4287/output/samples/buildings/sampletest_Fulton_Theatre_random_after_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Fulton_Theatre_random_after_Give_me.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Fulton_Theatre_random_after_Give_me.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Fulton_Theatre_random_after_Give_me.png,0,0,0,0,0,0,0,0,1,0.08333333333333333,"Is the Fulton Theatre in United States of America in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Fulton Theatre in United States of America on 12/13/1989? Please provide a clear yes or no answer",0,0,0
Fulton Theatre,01/01/1982,http://commons.wikimedia.org/wiki/Special:FilePath/Fulton%20Theater%2C%20New%20York%20City.jpg,after,Point(-73.9856 40.7587),United States of America,03/09/1929,12/13/1989,Point(-73.9856 40.7587),-73.9856,40.7587,https://commons.wikimedia.org/wiki/Category:Fulton%20Theatre,0,04/27/1911,5,Generate a photorealistic image of the Fulton Theatre in United States of America after 01/01/1982,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,replaced by other,,/work/bba4287/output/samples/buildings/sampletest_Fulton_Theatre_after_default.png,/work/bba4287/output/sdxlbase/buildings/sampletest_sdxlbase_Fulton_Theatre_after_Generate.png,/work/bba4287/output/sdxlTurbo/samples/buildings/sampletest_sdxlturbo_Fulton_Theatre_after_Generate.png,/work/bba4287/output/sdv15/buildings/sampletest_sdv15_Fulton_Theatre_after_Generate.png,0,0,0,0,0,0,0,0,0,0.0,"Is the Fulton Theatre in United States of America in the image? Please provide a clear, concise yes or no answer; Is the building in the image destroyed? Please provide a clear, concise yes or no answer; Is the image free of errors or artifacts? Please provide a clear, concise yes or no answer; Is this a suitable image for the following caption: A photorealistic image of the Fulton Theatre in United States of America after 01/01/1982? Please provide a clear yes or no answer",0,0,0
